,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Age of House,Age of Renovation,Renovation Flag,Living Area to Lot Area Ratio,Total Bathrooms,Total Fireplaces,Garage Area per Car,Mas Vnr Area to Lot Area,Total Porch Area,SalePrice to Lot Area Ratio,Price per Square Foot
10,60,RL,0.22189772763337864,-0.01877496937424822,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,0.715725650606787,0.4666814529550413,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,TA,TA,PConc,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,0.4640371106607468,-0.6537998739739241,GasA,Gd,Y,SBrkr,-1.012081126128615,1.2993571259070464,-0.10100493596546713,0.30728651916312816,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Typ,0.6185183669735254,TA,Attchd,0.2709978835715208,Fin,0.3065894971646573,-0.15275640976694238,TA,TA,Y,0.5006183675229806,0.5404703583653022,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,4,1.6784989953969243,WD,Normal,175900,-0.641682929540984,-0.36076661176499375,0.29937333830207496,-0.152398918736272,0.5971288698860204,-0.03370083485032747,-0.8473925103529463,-0.40841615727591485,0.36361661707083165,-0.30394330972205297,-0.4681198673829872
11,20,RL,-0.09143255765134413,-0.275163325319127,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,0.6826570850038177,1.089981587709332,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,TA,Gd,PConc,Gd,TA,No,ALQ,1.0812559708668885,Unf,-0.2939182393505505,-0.7419732140954474,0.26479084938519704,GasA,Ex,Y,SBrkr,0.07003736509543515,-0.7831853135907442,-0.10100493596546713,-0.618671254340516,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,-0.2816840808414617,Typ,-0.9251433155072492,NA,Attchd,0.26875647406962794,Fin,0.3065894971646573,-0.24579020398780357,TA,TA,Y,3.0809572047079157,-0.3932519122707582,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,GdPrv,Shed,0.7935836182850489,3,1.6784989953969243,WD,Normal,185000,-0.6086645778224795,-0.9841097844630483,0.29937333830207496,-0.29764388041866835,0.5971288698860204,-0.03370083485032747,-1.0096325592364341,-0.40841615727591485,2.009350320912132,0.12664048977549633,1.0768728414641031
12,60,RL,-0.31523990428328896,-0.22160100541381075,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,0.8810684786216327,0.6584661098025154,Gable,CompShg,VinylSd,VinylSd,None,-0.5660393675765791,TA,TA,PConc,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,0.523199881309164,-0.5948286176595114,GasA,Gd,Y,SBrkr,-0.9457248035535551,0.7950643378672226,-0.10100493596546713,-0.06863650854134275,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Typ,0.6185183669735254,Gd,Attchd,0.2822049310809852,Fin,0.3065894971646573,-0.3713858261859662,TA,TA,Y,-0.7420601522255925,0.40708146256015076,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,5,1.6784989953969243,WD,Normal,180400,-0.8067746881335066,-0.5525645110567029,0.29937333830207496,-0.07555705510213451,0.5971288698860204,-0.03370083485032747,-1.2286566252291427,-0.40841615727591485,-0.6751354545552362,-0.005151574095302144,0.05723271909554496
13,20,RL,0.6695124208972683,0.003563818074414487,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,0.6165199537978795,0.27489679610756723,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,TA,TA,PConc,Gd,TA,Gd,GLQ,0.4270423412041686,Unf,-0.2939182393505505,0.23648799278221963,0.5641833814429847,GasA,Gd,Y,SBrkr,0.4630709680400193,-0.7831853135907442,-0.10100493596546713,-0.3139757476747869,1.084375647541021,-0.24922024328289993,-1.0247928895561034,1.2346749066112308,-1.0322337590172566,-0.2072914450684739,Gd,-0.9175348950675649,Typ,0.6185183669735254,Po,Attchd,0.26427365506584216,Unf,0.3065894971646573,0.15425511116189958,TA,TA,Y,0.7776486107790319,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,2,1.6784989953969243,WD,Normal,171500,-0.5426278743854706,-0.16896871247328468,0.29937333830207496,-0.44473613354471875,0.5971288698860204,1.0757760877503397,-0.3120003490374366,-0.40841615727591485,0.05699702966313692,-0.3606532753852077,0.20526766205731298
14,120,RL,0.1323747889806007,-0.42239624259440395,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,0.45117712578303365,0.035165975048224635,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.163506203692716,BLQ,6.32886370653385,-1.2721626587524157,0.9905909271010459,GasA,TA,Y,SBrkr,0.8739697347548119,-0.7831853135907442,-0.10100493596546713,0.004569554748475267,1.084375647541021,-0.24922024328289993,-1.0247928895561034,1.2346749066112308,-2.240561731019079,-0.2072914450684739,Gd,-1.5533857092936683,Typ,-0.9251433155072492,NA,Attchd,0.2530666075563778,RFn,0.3065894971646573,0.2565922848048469,TA,TA,Y,-0.7420601522255925,0.09584070568146395,-0.3588380041723937,-0.1031343162481333,2.211177261282855,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,1.6784989953969243,WD,Normal,212000,-0.37753611579294805,0.07077866164135169,0.29937333830207496,0.32213474345685383,0.5971288698860204,-0.03370083485032747,-0.13353629526560007,-0.40841615727591485,0.06951211486345099,0.7349967189693521,0.6184046551975441
15,60,RL,-1.0314234135055125,5.50296712816338,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,1.0464113066364784,0.898196930861858,Hip,CompShg,CemntBd,Wd Shng,BrkFace,2.8101437103354177,Ex,TA,PConc,Gd,TA,Gd,ALQ,2.1372182388795333,Unf,-0.2939182393505505,-0.7396977229166621,1.3580272164446945,GasA,Ex,Y,SBrkr,1.353776990297551,2.926635242868885,-0.10100493596546713,3.520439134910816,1.084375647541021,-0.24922024328289993,2.5928494795997796,1.2346749066112308,1.3844221849863885,-0.2072914450684739,Ex,3.5334208045151576,Mod,0.6185183669735254,Gd,BuiltIn,0.2934119785904496,Fin,1.621827017944226,1.7125711643613246,TA,TA,Y,3.239260200854231,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,3.459443103747262,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,1.6784989953969243,WD,Normal,538000,-0.9718664467260291,-0.7923118851713392,0.29937333830207496,-1.0559125393575386,2.722994712858123,1.0757760877503397,0.13145578457742965,-0.039248440381841096,3.542448257950605,-0.8840138585962805,1.3330459154617538
16,50,RL,3.6685308657653293,0.2520828284407871,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,0.5503828225919412,0.994089259285595,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5660393675765791,Gd,TA,Wood,Gd,TA,Av,GLQ,-0.033980686410499686,Unf,-0.2939182393505505,-0.9717978231527599,-1.1164974235177778,GasA,Gd,Y,SBrkr,-0.20304442396346425,0.7857255825331518,-0.10100493596546713,0.4992051175175159,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,1.3844221849863885,-0.2072914450684739,TA,0.9900175476107448,Typ,-0.9251433155072492,NA,Basment,0.25979083606205644,RFn,0.3065894971646573,0.08913145520729673,TA,TA,Y,1.8303635351520269,-0.5266408080759096,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,1.6784989953969243,WD,Normal,164000,-0.47659117094846154,-0.8882108348171938,0.29937333830207496,-0.3354368881917414,-0.46580405160003097,-1.1431777574509947,-0.4255683832558781,-0.40841615727591485,0.964340706685907,-0.6176074131388861,-0.8632165605655032
17,20,RL,0.8037968288764352,0.15815838121345527,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,1.2778912658572625,1.2338200803449375,Hip,CompShg,VinylSd,VinylSd,Stone,1.3936025516094888,Gd,TA,PConc,Ex,TA,Av,GLQ,2.2008833236453684,Unf,-0.2939182393505505,-0.3369357842716689,1.8252610164742722,GasA,Ex,Y,SBrkr,1.7774365882767782,-0.7831853135907442,-0.10100493596546713,0.7049735116294368,1.084375647541021,-0.24922024328289993,-1.0247928895561034,1.2346749066112308,-2.240561731019079,-0.2072914450684739,Ex,0.9900175476107448,Typ,0.6185183669735254,Ex,Attchd,0.3091018451036997,Fin,1.621827017944226,1.6800093363840232,TA,TA,Y,0.15235177600108749,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,1.6784989953969243,New,Partial,394432,-1.2029949087555607,-1.12795820893183,-3.3403108161588375,-0.17500303984504537,0.5971288698860204,1.0757760877503397,0.0935997731712828,0.5977842393782817,-0.43734883574926886,1.0069505300054518,2.8428732787754725
18,20,RL,3.1313932338486614,1.1410650289546145,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,-0.6731541047179176,-1.595003608155305,Gable,CompShg,VinylSd,VinylSd,None,-0.5660393675765791,TA,TA,CBlock,TA,TA,No,LwQ,-0.7079524458281339,Unf,-0.2939182393505505,0.42080277826382667,-0.4247192244448594,GasA,Ex,Y,SBrkr,-0.7543123345870368,-0.7831853135907442,-0.10100493596546713,-1.2577404014381164,-0.8215755505964664,-0.24922024328289993,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,TA,-1.5533857092936683,Typ,-0.9251433155072492,NA,Detchd,0.17685868449201994,Unf,0.3065894971646573,-0.33882399820866477,TA,TA,Y,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,1.6784989953969243,WD,Normal,141000,0.7450878426362052,1.7010608056208787,0.29937333830207496,-1.1958362133698586,-1.5287369730860825,-1.1431777574509947,-1.1718726081199218,-0.40841615727591485,-1.1444511495670138,-1.0909375453408656,1.3056197609191502
19,20,RL,0.6695124208972683,0.3842116792024796,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,0.21969716656224958,0.1790044676838302,Gable,CompShg,Plywood,Plywood,Stone,0.10023888494668397,TA,TA,CBlock,Gd,TA,No,ALQ,0.7629305470377127,Rec,0.6699330617022686,0.06810164555210949,1.1130696902155954,GasA,TA,Y,SBrkr,2.3312566651532376,-0.7831853135907442,-0.10100493596546713,1.1343171801129641,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Min1,2.1621800494542995,TA,Attchd,0.23737674104312764,Unf,0.3065894971646573,0.1263449728956412,TA,TA,Y,2.020327130527605,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,MnPrv,NA,-0.08942227838639759,2,1.6784989953969243,WD,Normal,210000,-0.1464076537634165,-0.07306976282743013,0.29937333830207496,-0.22311388853993727,0.5971288698860204,2.185253010351007,-0.36067236370248296,-0.11255429096680732,1.0394312178877914,-0.43102701464729726,-0.6233801420774212
20,20,RL,1.5647418074250476,0.2034705807542086,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,0.18662860095928044,-0.3484033386467235,Hip,CompShg,Plywood,Plywood,BrkFace,2.121469550164314,TA,TA,CBlock,Gd,TA,No,BLQ,0.5763259882412993,Unf,-0.2939182393505505,1.3196217938840091,1.7980435135599278,GasA,Ex,Y,SBrkr,1.7468105932421352,-0.7831853135907442,-0.10100493596546713,0.6812310046165229,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Typ,0.6185183669735254,TA,Attchd,0.23513533154123475,RFn,0.3065894971646573,0.340322699603622,TA,TA,Y,-0.7420601522255925,1.1036679184314975,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,MnPrv,NA,-0.08942227838639759,1,1.6784989953969243,COD,Normal,190000,-0.11338930204491199,0.45437446022476985,0.29937333830207496,-0.22676070572846221,-0.46580405160003097,-0.03370083485032747,0.01247974872953892,0.9295929394208767,-0.3810309523478555,-0.4133541012997357,-0.5693232454994036
